0,1443,73,1447,77
1,1449,30,1560,209
2,1043,30,1146,210
3,830,30,958,210
4,850,66,912,148
5,639,30,741,210
6,430,30,551,211
7,258,30,329,211
8,1850,29,1960,211
9,1650,29,1755,211
10,1669,123,1740,201
11,1670,40,1732,102
12,1241,29,1358,211
13,1269,109,1333,201
14,32,29,149,211
15,59,39,121,201
