init_portfolio_value,final_portfolio_value,model_name
10000,39376.803046875044,model/fx-model_20230922203252.pkl
10000,39804.111308593725,model/fx-model_20230922203305.pkl
10000,19253.584082031277,model/fx-model_20230922203307.pkl
10000,20313.118652343786,model/fx-model_20230922203404.pkl
10000,19940.142089843746,model/fx-model_20230922203406.pkl
10000,19909.18265625,model/fx-model_20230922203408.pkl
10000,20521.27244140629,model/fx-model_20230922203410.pkl
10000,19737.922871093702,model/fx-model_20230922203412.pkl
10000,21941.734238281202,model/fx-model_20230922203414.pkl
10000,20218.102050781228,model/fx-model_20230922203416.pkl
10000,20298.842421874942,model/fx-model_20230922203418.pkl
10000,19401.51537109378,model/fx-model_20230922203420.pkl
10000,18422.778222656198,model/fx-model_20230922203421.pkl
10000,47015.44964843762,model/fx-model_20230922203523.pkl
10000,17369.23005859372,model/fx-model_20230922203524.pkl
10000,19499.123535156235,model/fx-model_20230922203526.pkl
10000,37070.80992187485,model/fx-model_20230922203535.pkl
10000,20044.719218749957,model/fx-model_20230922203537.pkl
10000,20294.254765624963,model/fx-model_20230922203539.pkl
10000,19245.685546874953,model/fx-model_20230922203541.pkl
10000,43091.88666015619,model/fx-model_20230922203554.pkl
10000,43410.00503906247,model/fx-model_20230922203607.pkl
10000,37632.86953124986,model/fx-model_20230922203617.pkl
10000,38424.64621093762,model/fx-model_20230922203715.pkl
10000,18833.21433593755,model/fx-model_20230922203717.pkl
10000,37650.69109374983,model/fx-model_20230922203726.pkl
10000,20246.086503906314,model/fx-model_20230922203728.pkl
10000,19888.699902343713,model/fx-model_20230922203730.pkl
10000,19450.513828125033,model/fx-model_20230922203732.pkl
10000,18942.23755859368,model/fx-model_20230922203733.pkl
10000,42625.336406249844,model/fx-model_20230922203745.pkl
10000,43897.75816406246,model/fx-model_20230922203757.pkl
10000,41499.33314453107,model/fx-model_20230922203808.pkl
10000,19003.577285156112,model/fx-model_20230922203855.pkl
10000,42301.75271484361,model/fx-model_20230922203906.pkl
10000,20118.639316406312,model/fx-model_20230922203908.pkl
10000,44290.428964843515,model/fx-model_20230922203919.pkl
10000,20256.334746093726,model/fx-model_20230922203921.pkl
10000,44247.17697265634,model/fx-model_20230922203933.pkl
10000,42554.96337890618,model/fx-model_20230922203944.pkl
10000,20399.75492187504,model/fx-model_20230922203946.pkl
10000,20291.538046875023,model/fx-model_20230922203947.pkl
10000,46544.61537109368,model/fx-model_20230922203958.pkl
10000,45260.925390624994,model/fx-model_20230922204053.pkl
10000,42825.58839843746,model/fx-model_20230922204105.pkl
10000,36240.51095703114,model/fx-model_20230922204117.pkl
10000,20666.208828124913,model/fx-model_20230922204119.pkl
10000,19214.35720703119,model/fx-model_20230922204121.pkl
10000,46019.96687499997,model/fx-model_20230922204133.pkl
10000,21389.313359375006,model/fx-model_20230922204135.pkl
10000,40406.10363281248,model/fx-model_20230922204146.pkl
10000,20577.62048828128,model/fx-model_20230922204148.pkl
10000,42798.48308593733,model/fx-model_20230922204158.pkl
10000,41957.798593749845,model/fx-model_20230922204246.pkl
10000,19964.55556640626,model/fx-model_20230922204248.pkl
10000,19623.62013671874,model/fx-model_20230922204250.pkl
10000,19646.027460937534,model/fx-model_20230922204252.pkl
10000,17992.641347656237,model/fx-model_20230922204253.pkl
10000,18212.035722656234,model/fx-model_20230922204254.pkl
10000,17360.149062499957,model/fx-model_20230922204255.pkl
10000,19898.993339843764,model/fx-model_20230922204257.pkl
10000,20663.945527343756,model/fx-model_20230922204259.pkl
10000,40191.19558593746,model/fx-model_20230922204310.pkl
10000,42821.12894531257,model/fx-model_20230922204355.pkl
10000,44301.082363281035,model/fx-model_20230922204406.pkl
10000,18370.750507812394,model/fx-model_20230922204407.pkl
10000,42478.81853515615,model/fx-model_20230922204417.pkl
10000,18256.17187499995,model/fx-model_20230922204418.pkl
10000,17941.994628906097,model/fx-model_20230922204420.pkl
10000,37909.921269531245,model/fx-model_20230922204428.pkl
10000,19891.23312499998,model/fx-model_20230922204430.pkl
10000,19568.042207031205,model/fx-model_20230922204432.pkl
10000,20610.082656249953,model/fx-model_20230922204434.pkl
10000,18924.512832031156,model/fx-model_20230922204519.pkl
10000,19784.333964843714,model/fx-model_20230922204521.pkl
10000,20260.468085937515,model/fx-model_20230922204523.pkl
10000,17884.04931640619,model/fx-model_20230922204524.pkl
10000,18897.090996093717,model/fx-model_20230922204525.pkl
10000,19641.67095703115,model/fx-model_20230922204527.pkl
10000,39848.17890624978,model/fx-model_20230922204539.pkl
10000,20140.363261718685,model/fx-model_20230922204541.pkl
10000,40901.13720703108,model/fx-model_20230922204552.pkl
10000,19679.10400390626,model/fx-model_20230922204554.pkl
10000,42971.44535156244,model/fx-model_20230922204651.pkl
10000,18028.97580078123,model/fx-model_20230922204653.pkl
10000,41009.23085937493,model/fx-model_20230922204704.pkl
10000,46891.80988281249,model/fx-model_20230922204716.pkl
10000,41163.763300781146,model/fx-model_20230922204727.pkl
10000,20362.983164062472,model/fx-model_20230922204729.pkl
10000,19814.966738281255,model/fx-model_20230922204730.pkl
10000,34153.414277343836,model/fx-model_20230922204740.pkl
10000,19405.7311132812,model/fx-model_20230922204742.pkl
10000,41514.577246093715,model/fx-model_20230922204754.pkl
10000,20044.628105468746,model/fx-model_20230922204837.pkl
10000,41936.7375585937,model/fx-model_20230922204848.pkl
10000,19277.41947265625,model/fx-model_20230922204849.pkl
10000,20598.34589843746,model/fx-model_20230922204851.pkl
10000,43173.057910156385,model/fx-model_20230922204903.pkl
10000,18183.24812499994,model/fx-model_20230922204904.pkl
10000,18811.601992187476,model/fx-model_20230922204906.pkl
10000,20687.57150390622,model/fx-model_20230922204908.pkl
10000,19846.086679687414,model/fx-model_20230922204909.pkl
10000,38452.62820312499,model/fx-model_20230922204918.pkl
10000,37015.80957031221,model/fx-model_20230922205009.pkl
10000,19418.851464843756,model/fx-model_20230922205010.pkl
10000,20466.13671875005,model/fx-model_20230922205012.pkl
10000,20339.12499999996,model/fx-model_20230922205014.pkl
10000,19891.247988281244,model/fx-model_20230922205016.pkl
10000,20236.419101562497,model/fx-model_20230922205018.pkl
10000,20259.58111328128,model/fx-model_20230922205019.pkl
10000,43541.967363281154,model/fx-model_20230922205031.pkl
10000,36015.41257812499,model/fx-model_20230922205039.pkl
10000,40096.18710937508,model/fx-model_20230922205051.pkl
10000,20184.277910156285,model/fx-model_20230922205137.pkl
10000,17091.0498046875,model/fx-model_20230922205138.pkl
10000,19546.050097656112,model/fx-model_20230922205140.pkl
10000,19325.759765624975,model/fx-model_20230922205142.pkl
10000,47023.21373046895,model/fx-model_20230922205154.pkl
10000,20828.244335937474,model/fx-model_20230922205156.pkl
10000,17133.97599609368,model/fx-model_20230922205157.pkl
10000,20740.030390624997,model/fx-model_20230922205159.pkl
10000,19654.396171875,model/fx-model_20230922205201.pkl
10000,19835.11869140624,model/fx-model_20230922205202.pkl
10000,42040.989140625024,model/fx-model_20230922205255.pkl
10000,43899.5117968749,model/fx-model_20230922205306.pkl
10000,17400.07568359373,model/fx-model_20230922205308.pkl
10000,45634.59281249996,model/fx-model_20230922205319.pkl
10000,42181.37408203129,model/fx-model_20230922205330.pkl
10000,40742.497070312726,model/fx-model_20230922205343.pkl
10000,19346.854511718775,model/fx-model_20230922205345.pkl
10000,20526.961308593687,model/fx-model_20230922205347.pkl
10000,19414.213105468683,model/fx-model_20230922205348.pkl
10000,41535.47314453116,model/fx-model_20230922205401.pkl
10000,20510.4181640625,model/fx-model_20230922205440.pkl
10000,19964.11816406245,model/fx-model_20230922205441.pkl
10000,19529.176523437476,model/fx-model_20230922205443.pkl
10000,19826.040410156176,model/fx-model_20230922205445.pkl
10000,20745.98482421865,model/fx-model_20230922205446.pkl
10000,19757.063476562536,model/fx-model_20230922205448.pkl
10000,19407.954316406223,model/fx-model_20230922205450.pkl
10000,40267.73441406246,model/fx-model_20230922205459.pkl
10000,19478.912929687398,model/fx-model_20230922205501.pkl
10000,43412.86865234375,model/fx-model_20230922205512.pkl
10000,20483.31263671871,model/fx-model_20230922205601.pkl
10000,19607.81189453126,model/fx-model_20230922205603.pkl
10000,19966.351562499985,model/fx-model_20230922205605.pkl
10000,41515.827792968805,model/fx-model_20230922205617.pkl
10000,20127.675625000087,model/fx-model_20230922205619.pkl
10000,19231.5393554687,model/fx-model_20230922205620.pkl
10000,36701.897050781045,model/fx-model_20230922205629.pkl
10000,19216.805117187527,model/fx-model_20230922205631.pkl
10000,19730.108417968757,model/fx-model_20230922205633.pkl
10000,20362.537304687412,model/fx-model_20230922205635.pkl
10000,18398.463085937437,model/fx-model_20230922205722.pkl
10000,43066.5106640625,model/fx-model_20230922205733.pkl
10000,18077.347792968678,model/fx-model_20230922205734.pkl
10000,19196.747089843797,model/fx-model_20230922205736.pkl
10000,19828.503710937464,model/fx-model_20230922205738.pkl
10000,44910.624453124816,model/fx-model_20230922205751.pkl
10000,41692.66853515609,model/fx-model_20230922205803.pkl
10000,19986.099609374953,model/fx-model_20230922205804.pkl
10000,20806.561835937508,model/fx-model_20230922205806.pkl
10000,19807.716230468806,model/fx-model_20230922205808.pkl
10000,41083.611035156195,model/fx-model_20230922205855.pkl
10000,18002.62316406247,model/fx-model_20230922205856.pkl
10000,19273.358632812473,model/fx-model_20230922205858.pkl
10000,40376.72728515605,model/fx-model_20230922205909.pkl
10000,42478.68306640624,model/fx-model_20230922205921.pkl
10000,44422.21939453127,model/fx-model_20230922205932.pkl
10000,18237.860468750012,model/fx-model_20230922205934.pkl
10000,39420.68259765612,model/fx-model_20230922205943.pkl
10000,34913.42181640625,model/fx-model_20230922205952.pkl
10000,16787.04003906245,model/fx-model_20230922205954.pkl
10000,39224.90031249996,model/fx-model_20230922210046.pkl
10000,42756.967539062316,model/fx-model_20230922210058.pkl
10000,20567.054394531217,model/fx-model_20230922210100.pkl
10000,18674.155117187474,model/fx-model_20230922210102.pkl
10000,20431.818398437572,model/fx-model_20230922210104.pkl
10000,35974.916328124906,model/fx-model_20230922210113.pkl
10000,44427.455898437394,model/fx-model_20230922210125.pkl
10000,17836.2252539062,model/fx-model_20230922210127.pkl
10000,20538.347480468758,model/fx-model_20230922210129.pkl
10000,39390.57414062482,model/fx-model_20230922210140.pkl
10000,39613.64626953114,model/fx-model_20230922210233.pkl
10000,40874.298671874945,model/fx-model_20230922210245.pkl
10000,46320.660429687356,model/fx-model_20230922210258.pkl
10000,19204.97179687499,model/fx-model_20230922210300.pkl
10000,43473.4557226563,model/fx-model_20230922210311.pkl
10000,40800.573398437475,model/fx-model_20230922210323.pkl
10000,41657.28992187486,model/fx-model_20230922210334.pkl
10000,18500.309023437516,model/fx-model_20230922210336.pkl
10000,20210.731757812537,model/fx-model_20230922210338.pkl
10000,40759.8996679688,model/fx-model_20230922210349.pkl
10000,45745.76605468739,model/fx-model_20230922210445.pkl
10000,44134.1994335937,model/fx-model_20230922210457.pkl
10000,20378.08740234368,model/fx-model_20230922210459.pkl
10000,19344.446210937498,model/fx-model_20230922210500.pkl
10000,43154.390742187505,model/fx-model_20230922210512.pkl
10000,46668.29017578112,model/fx-model_20230922210524.pkl
10000,44299.41601562492,model/fx-model_20230922210535.pkl
10000,19115.005449218646,model/fx-model_20230922210537.pkl
10000,19546.418554687494,model/fx-model_20230922210539.pkl
10000,42453.41220703107,model/fx-model_20230922210551.pkl
10000,16517.018554687435,model/fx-model_20230922210630.pkl
10000,43962.81917968744,model/fx-model_20230922210640.pkl
10000,44345.56794921877,model/fx-model_20230922210653.pkl
10000,40152.83990234368,model/fx-model_20230922210705.pkl
10000,19493.12109375003,model/fx-model_20230922210707.pkl
10000,46096.280605468906,model/fx-model_20230922210718.pkl
10000,19897.17277343749,model/fx-model_20230922210720.pkl
10000,37675.77599609367,model/fx-model_20230922210729.pkl
10000,18470.589082031183,model/fx-model_20230922210730.pkl
10000,34876.199511718645,model/fx-model_20230922210740.pkl
10000,20141.785625000026,model/fx-model_20230922210817.pkl
10000,17602.03568359367,model/fx-model_20230922210818.pkl
10000,34460.89781250007,model/fx-model_20230922210827.pkl
10000,41456.68023437494,model/fx-model_20230922210838.pkl
10000,19521.886230468735,model/fx-model_20230922210839.pkl
10000,43680.6617382812,model/fx-model_20230922210852.pkl
10000,19756.04619140618,model/fx-model_20230922210854.pkl
10000,45308.26677734386,model/fx-model_20230922210905.pkl
10000,17973.370371093646,model/fx-model_20230922210906.pkl
10000,43388.035253906186,model/fx-model_20230922210917.pkl
10000,20074.036601562453,model/fx-model_20230922210955.pkl
10000,19620.852617187535,model/fx-model_20230922210956.pkl
10000,45078.30376953099,model/fx-model_20230922211009.pkl
10000,20043.410429687523,model/fx-model_20230922211011.pkl
10000,41754.60583984361,model/fx-model_20230922211022.pkl
10000,42468.57435546879,model/fx-model_20230922211034.pkl
10000,18092.360839843757,model/fx-model_20230922211035.pkl
10000,36356.833710937426,model/fx-model_20230922211044.pkl
10000,37045.158144531175,model/fx-model_20230922211056.pkl
10000,38396.38632812491,model/fx-model_20230922211106.pkl
10000,20131.073242187453,model/fx-model_20230922211151.pkl
10000,20956.571347656212,model/fx-model_20230922211153.pkl
10000,35979.648925781,model/fx-model_20230922211203.pkl
10000,20640.09814453127,model/fx-model_20230922211205.pkl
10000,36525.594492187236,model/fx-model_20230922211214.pkl
10000,41426.68722656252,model/fx-model_20230922211226.pkl
10000,19422.52042968747,model/fx-model_20230922211228.pkl
10000,17742.298613281153,model/fx-model_20230922211230.pkl
10000,18530.37705078116,model/fx-model_20230922211232.pkl
10000,20142.70312500004,model/fx-model_20230922211234.pkl
10000,40847.035546874795,model/fx-model_20230922211327.pkl
10000,20661.705332031204,model/fx-model_20230922211329.pkl
10000,20460.536191406216,model/fx-model_20230922211330.pkl
10000,43656.12677734387,model/fx-model_20230922211341.pkl
10000,43108.257968750004,model/fx-model_20230922211351.pkl
10000,20324.12548828125,model/fx-model_20230922211353.pkl
10000,47988.394335937555,model/fx-model_20230922211405.pkl
10000,20540.03251953123,model/fx-model_20230922211407.pkl
10000,43335.31367187488,model/fx-model_20230922211419.pkl
10000,17878.453124999905,model/fx-model_20230922211420.pkl
10000,20298.785234375002,model/fx-model_20230922211508.pkl
10000,18766.544277343673,model/fx-model_20230922211509.pkl
10000,18564.650722656206,model/fx-model_20230922211511.pkl
10000,20449.52341796877,model/fx-model_20230922211513.pkl
10000,20268.75146484368,model/fx-model_20230922211515.pkl
10000,18233.60384765624,model/fx-model_20230922211516.pkl
10000,18963.095703125065,model/fx-model_20230922211518.pkl
10000,41075.06017578139,model/fx-model_20230922211530.pkl
10000,43176.954746093674,model/fx-model_20230922211541.pkl
10000,47812.64617187489,model/fx-model_20230922211553.pkl
10000,19843.97115234371,model/fx-model_20230922211638.pkl
10000,18091.98173828113,model/fx-model_20230922211639.pkl
10000,45652.77980468746,model/fx-model_20230922211651.pkl
10000,20032.754335937505,model/fx-model_20230922211653.pkl
10000,19725.25216796876,model/fx-model_20230922211655.pkl
10000,17753.4772460937,model/fx-model_20230922211656.pkl
10000,18916.682832031238,model/fx-model_20230922211658.pkl
10000,17640.056640624927,model/fx-model_20230922211659.pkl
10000,42925.77662109354,model/fx-model_20230922211711.pkl
10000,42481.24275390627,model/fx-model_20230922211722.pkl
10000,20637.088867187525,model/fx-model_20230922211810.pkl
10000,35449.18050781249,model/fx-model_20230922211820.pkl
10000,43166.3100585937,model/fx-model_20230922211832.pkl
10000,20048.79816406241,model/fx-model_20230922211833.pkl
10000,48528.626874999834,model/fx-model_20230922211845.pkl
10000,18964.60109374993,model/fx-model_20230922211847.pkl
10000,41824.72935546848,model/fx-model_20230922211858.pkl
10000,19700.96097656251,model/fx-model_20230922211900.pkl
10000,40824.62771484369,model/fx-model_20230922211912.pkl
10000,19998.211210937458,model/fx-model_20230922211913.pkl
10000,19112.47775390626,model/fx-model_20230922212001.pkl
10000,19660.49615234374,model/fx-model_20230922212003.pkl
10000,20109.659902343727,model/fx-model_20230922212005.pkl
10000,20701.594062499993,model/fx-model_20230922212007.pkl
10000,38215.76984374984,model/fx-model_20230922212016.pkl
10000,39804.90453124986,model/fx-model_20230922212027.pkl
10000,17661.067871093677,model/fx-model_20230922212028.pkl
10000,21203.757265624914,model/fx-model_20230922212030.pkl
10000,17927.986718749977,model/fx-model_20230922212031.pkl
10000,20729.734218749927,model/fx-model_20230922212033.pkl
10000,37325.420800781154,model/fx-model_20230922212125.pkl
10000,42134.37386718763,model/fx-model_20230922212137.pkl
10000,19182.204765624992,model/fx-model_20230922212139.pkl
10000,19997.28865234381,model/fx-model_20230922212141.pkl
10000,42840.12820312486,model/fx-model_20230922212153.pkl
10000,19440.488339843676,model/fx-model_20230922212155.pkl
10000,42885.519902343745,model/fx-model_20230922212206.pkl
10000,18766.75441406243,model/fx-model_20230922212208.pkl
10000,45383.42410156242,model/fx-model_20230922212219.pkl
10000,18409.5802929687,model/fx-model_20230922212221.pkl
10000,37869.75300781232,model/fx-model_20230922212321.pkl
10000,20837.005878906333,model/fx-model_20230922212322.pkl
10000,19344.08056640618,model/fx-model_20230922212324.pkl
10000,18891.078613281203,model/fx-model_20230922212326.pkl
10000,19936.716269531345,model/fx-model_20230922212328.pkl
10000,43712.33406249995,model/fx-model_20230922212339.pkl
10000,19738.20343749996,model/fx-model_20230922212341.pkl
10000,20195.79453124996,model/fx-model_20230922212343.pkl
10000,47933.360585937146,model/fx-model_20230922212354.pkl
10000,19412.379941406234,model/fx-model_20230922212356.pkl
10000,19422.437695312514,model/fx-model_20230922212443.pkl
10000,20635.039335937505,model/fx-model_20230922212445.pkl
10000,38139.719765625094,model/fx-model_20230922212454.pkl
10000,41396.91718749978,model/fx-model_20230922212506.pkl
10000,18215.799667968724,model/fx-model_20230922212508.pkl
10000,19490.03720703124,model/fx-model_20230922212510.pkl
10000,19826.437050781267,model/fx-model_20230922212511.pkl
10000,41553.37404296873,model/fx-model_20230922212523.pkl
10000,19417.66402343742,model/fx-model_20230922212524.pkl
10000,19555.28132812496,model/fx-model_20230922212526.pkl
10000,38948.035488281115,model/fx-model_20230922212619.pkl
10000,17298.923359374923,model/fx-model_20230922212620.pkl
10000,44733.41892578127,model/fx-model_20230922212633.pkl
10000,19632.232070312504,model/fx-model_20230922212635.pkl
10000,19155.007539062404,model/fx-model_20230922212636.pkl
10000,18942.87294921878,model/fx-model_20230922212639.pkl
10000,41253.86476562499,model/fx-model_20230922212651.pkl
10000,18657.830937500006,model/fx-model_20230922212653.pkl
10000,42322.06232421879,model/fx-model_20230922212705.pkl
10000,19484.86085937494,model/fx-model_20230922212707.pkl
10000,20701.73908203124,model/fx-model_20230922212749.pkl
10000,44854.223515625,model/fx-model_20230922212802.pkl
10000,19585.378007812516,model/fx-model_20230922212804.pkl
10000,21146.02837890627,model/fx-model_20230922212807.pkl
10000,20005.341914062472,model/fx-model_20230922212809.pkl
10000,43138.940078124724,model/fx-model_20230922212822.pkl
10000,19485.13476562506,model/fx-model_20230922212824.pkl
10000,44643.011386718485,model/fx-model_20230922212837.pkl
10000,41638.16615234374,model/fx-model_20230922212850.pkl
10000,20144.473007812576,model/fx-model_20230922212852.pkl
10000,19461.124511718703,model/fx-model_20230922212942.pkl
10000,19900.528378906187,model/fx-model_20230922212944.pkl
10000,43806.11306640628,model/fx-model_20230922212956.pkl
10000,46606.12429687493,model/fx-model_20230922213011.pkl
10000,19111.021367187455,model/fx-model_20230922213013.pkl
10000,19798.583203125014,model/fx-model_20230922213015.pkl
10000,42396.51935546875,model/fx-model_20230922213029.pkl
10000,19403.121015624965,model/fx-model_20230922213031.pkl
10000,43803.61054687467,model/fx-model_20230922213043.pkl
10000,20077.121093750036,model/fx-model_20230922213046.pkl
10000,36542.21263671849,model/fx-model_20230922213144.pkl
10000,20597.64316406252,model/fx-model_20230922213146.pkl
10000,39014.67087890607,model/fx-model_20230922213159.pkl
10000,21403.72318359373,model/fx-model_20230922213201.pkl
10000,40645.877480468625,model/fx-model_20230922213215.pkl
10000,19802.148925781225,model/fx-model_20230922213217.pkl
10000,20558.275624999984,model/fx-model_20230922213219.pkl
10000,43026.00583984375,model/fx-model_20230922213232.pkl
10000,20702.873984375055,model/fx-model_20230922213235.pkl
10000,41745.562792968565,model/fx-model_20230922213249.pkl
10000,45641.41623046861,model/fx-model_20230922213358.pkl
10000,18049.393281249875,model/fx-model_20230922213359.pkl
10000,37897.402011718776,model/fx-model_20230922213411.pkl
10000,20125.331347656225,model/fx-model_20230922213413.pkl
10000,42205.0583007811,model/fx-model_20230922213426.pkl
10000,36743.68523437495,model/fx-model_20230922213437.pkl
10000,38746.406035156135,model/fx-model_20230922213449.pkl
10000,20679.034687499956,model/fx-model_20230922213452.pkl
10000,38004.76693359347,model/fx-model_20230922213505.pkl
10000,45939.54921875012,model/fx-model_20230922213519.pkl
10000,18688.049316406214,model/fx-model_20230922213620.pkl
10000,20809.778535156205,model/fx-model_20230922213622.pkl
10000,19646.330800781223,model/fx-model_20230922213624.pkl
10000,39588.12328124994,model/fx-model_20230922213638.pkl
10000,18033.090820312453,model/fx-model_20230922213641.pkl
10000,37217.24923828118,model/fx-model_20230922213652.pkl
10000,40986.97445312488,model/fx-model_20230922213707.pkl
10000,18951.515273437315,model/fx-model_20230922213709.pkl
10000,37830.21210937489,model/fx-model_20230922213720.pkl
10000,17831.100097656275,model/fx-model_20230922213723.pkl
10000,44222.28218750002,model/fx-model_20230922213836.pkl
10000,19429.415644531215,model/fx-model_20230922213838.pkl
10000,35935.343378906226,model/fx-model_20230922213850.pkl
10000,38526.70613281221,model/fx-model_20230922213901.pkl
10000,19367.69574218746,model/fx-model_20230922213903.pkl
10000,35976.91800781249,model/fx-model_20230922213915.pkl
10000,17707.88630859378,model/fx-model_20230922213917.pkl
10000,36857.47355468744,model/fx-model_20230922213929.pkl
10000,17963.69365234363,model/fx-model_20230922213931.pkl
10000,45388.64328124995,model/fx-model_20230922213945.pkl
10000,19061.114746093743,model/fx-model_20230922214043.pkl
10000,39992.85333984363,model/fx-model_20230922214056.pkl
10000,19541.107910156257,model/fx-model_20230922214059.pkl
10000,17515.951035156162,model/fx-model_20230922214100.pkl
10000,17615.2905859374,model/fx-model_20230922214102.pkl
10000,20019.976796874922,model/fx-model_20230922214104.pkl
10000,20060.17517578124,model/fx-model_20230922214106.pkl
10000,20656.262890624967,model/fx-model_20230922214109.pkl
10000,18454.777636718736,model/fx-model_20230922214110.pkl
10000,42186.24017578128,model/fx-model_20230922214125.pkl
10000,36481.33603515616,model/fx-model_20230922214224.pkl
10000,19651.113281250022,model/fx-model_20230922214227.pkl
10000,36869.73021484369,model/fx-model_20230922214238.pkl
10000,19561.12646484378,model/fx-model_20230922214241.pkl
10000,19219.382910156128,model/fx-model_20230922214242.pkl
10000,44998.20699218738,model/fx-model_20230922214256.pkl
10000,21130.509062499987,model/fx-model_20230922214258.pkl
10000,19367.13822265624,model/fx-model_20230922214301.pkl
10000,20467.068652343783,model/fx-model_20230922214303.pkl
10000,44349.605742187276,model/fx-model_20230922214316.pkl
10000,46282.68207031238,model/fx-model_20230922214424.pkl
10000,36434.48541015631,model/fx-model_20230922214435.pkl
10000,20365.143066406265,model/fx-model_20230922214437.pkl
10000,41409.8790429687,model/fx-model_20230922214451.pkl
10000,39514.50544921861,model/fx-model_20230922214504.pkl
10000,43203.16503906237,model/fx-model_20230922214518.pkl
10000,41339.604550781136,model/fx-model_20230922214532.pkl
10000,18819.499355468648,model/fx-model_20230922214535.pkl
10000,20032.74437500009,model/fx-model_20230922214537.pkl
10000,19689.10888671875,model/fx-model_20230922214539.pkl
10000,42485.33011718747,model/fx-model_20230922214634.pkl
10000,18627.119628906254,model/fx-model_20230922214636.pkl
10000,37645.778378906114,model/fx-model_20230922214648.pkl
10000,37543.921992187534,model/fx-model_20230922214659.pkl
10000,42773.2106054686,model/fx-model_20230922214712.pkl
10000,19475.666503906188,model/fx-model_20230922214714.pkl
10000,45756.14208984366,model/fx-model_20230922214727.pkl
10000,19788.72423828124,model/fx-model_20230922214729.pkl
10000,19165.51839843746,model/fx-model_20230922214730.pkl
10000,18342.526855468674,model/fx-model_20230922214732.pkl
10000,20151.15386718746,model/fx-model_20230922214824.pkl
10000,49144.15999999986,model/fx-model_20230922214838.pkl
10000,20152.220624999976,model/fx-model_20230922214840.pkl
10000,41650.870292968735,model/fx-model_20230922214855.pkl
10000,43933.782832031175,model/fx-model_20230922214909.pkl
10000,20626.925175781213,model/fx-model_20230922214911.pkl
10000,46226.18447265625,model/fx-model_20230922214926.pkl
10000,19742.94810546868,model/fx-model_20230922214928.pkl
10000,35639.65632812501,model/fx-model_20230922214939.pkl
10000,18833.040527343655,model/fx-model_20230922214940.pkl
10000,45970.85707031241,model/fx-model_20230922215047.pkl
10000,19952.668164062463,model/fx-model_20230922215049.pkl
10000,20583.04109374996,model/fx-model_20230922215052.pkl
10000,45871.04515625006,model/fx-model_20230922215105.pkl
10000,19964.42279296874,model/fx-model_20230922215107.pkl
10000,41492.06273437487,model/fx-model_20230922215119.pkl
10000,17592.7426171875,model/fx-model_20230922215121.pkl
10000,18790.716523437528,model/fx-model_20230922215123.pkl
10000,19972.754570312514,model/fx-model_20230922215126.pkl
10000,20131.11279296876,model/fx-model_20230922215128.pkl
10000,19313.269121093752,model/fx-model_20230922215217.pkl
10000,45343.09257812491,model/fx-model_20230922215232.pkl
10000,43145.16724609371,model/fx-model_20230922215248.pkl
10000,41818.508574218635,model/fx-model_20230922215302.pkl
10000,19747.31189453124,model/fx-model_20230922215304.pkl
10000,20488.11546874991,model/fx-model_20230922215307.pkl
10000,19781.44423828124,model/fx-model_20230922215309.pkl
10000,19012.499218749956,model/fx-model_20230922215311.pkl
10000,19029.869707031226,model/fx-model_20230922215313.pkl
10000,19928.14498046878,model/fx-model_20230922215315.pkl
10000,20875.090332031272,model/fx-model_20230922215418.pkl
10000,20022.668027343676,model/fx-model_20230922215420.pkl
10000,20308.368535156205,model/fx-model_20230922215422.pkl
10000,19943.68755859372,model/fx-model_20230922215424.pkl
10000,46782.28050781239,model/fx-model_20230922215438.pkl
10000,17742.86074218742,model/fx-model_20230922215440.pkl
10000,20338.706679687504,model/fx-model_20230922215442.pkl
10000,36252.84621093735,model/fx-model_20230922215453.pkl
10000,40318.504179687276,model/fx-model_20230922215508.pkl
10000,20519.618046874988,model/fx-model_20230922215510.pkl
10000,36719.99902343719,model/fx-model_20230922215619.pkl
10000,19716.742597656234,model/fx-model_20230922215621.pkl
10000,47649.45490234364,model/fx-model_20230922215635.pkl
10000,19094.584082031186,model/fx-model_20230922215638.pkl
10000,20365.05773437499,model/fx-model_20230922215640.pkl
10000,19002.529160156275,model/fx-model_20230922215642.pkl
10000,18234.034179687413,model/fx-model_20230922215644.pkl
10000,19417.82369140621,model/fx-model_20230922215646.pkl
10000,19098.13427734372,model/fx-model_20230922215648.pkl
10000,19523.771894531197,model/fx-model_20230922215650.pkl
10000,35431.05667968749,model/fx-model_20230922215752.pkl
10000,19323.682382812447,model/fx-model_20230922215755.pkl
10000,20034.093886718823,model/fx-model_20230922215757.pkl
10000,18184.72349609373,model/fx-model_20230922215759.pkl
10000,20080.289882812445,model/fx-model_20230922215801.pkl
10000,20548.11865234373,model/fx-model_20230922215803.pkl
10000,20703.074062500007,model/fx-model_20230922215806.pkl
10000,44186.293613281225,model/fx-model_20230922215819.pkl
10000,37137.51503906248,model/fx-model_20230922215830.pkl
10000,18966.62839843747,model/fx-model_20230922215832.pkl
10000,44668.29054687504,model/fx-model_20230922215929.pkl
10000,19039.73244140619,model/fx-model_20230922215931.pkl
10000,43942.09716796869,model/fx-model_20230922215944.pkl
10000,19294.36578125005,model/fx-model_20230922215946.pkl
10000,19879.627636718753,model/fx-model_20230922215949.pkl
10000,20841.76749999993,model/fx-model_20230922215951.pkl
