init_portfolio_value,final_portfolio_value,model_name
10000,18925.116035156254,model/fx-model_20230922194131.pkl
10000,41934.59599609356,model/fx-model_20230922194143.pkl
10000,19600.186562500014,model/fx-model_20230922194145.pkl
10000,20126.07978515611,model/fx-model_20230922194235.pkl
10000,37428.55296874997,model/fx-model_20230922194247.pkl
10000,46144.75451171861,model/fx-model_20230922194259.pkl
10000,18417.82458984378,model/fx-model_20230922194301.pkl
10000,44699.65269531241,model/fx-model_20230922194313.pkl
10000,20169.907167968933,model/fx-model_20230922194319.pkl
10000,37971.98732421866,model/fx-model_20230922194331.pkl
10000,43267.553730468746,model/fx-model_20230922194343.pkl
10000,19257.38765624999,model/fx-model_20230922194345.pkl
10000,19322.437812499982,model/fx-model_20230922194347.pkl
10000,20769.441621093738,model/fx-model_20230922194428.pkl
10000,42921.84392578126,model/fx-model_20230922194439.pkl
10000,21369.887265625,model/fx-model_20230922194440.pkl
10000,19925.34140624998,model/fx-model_20230922194442.pkl
10000,40255.32248046869,model/fx-model_20230922194454.pkl
10000,20298.472265625023,model/fx-model_20230922194456.pkl
10000,43613.67800781249,model/fx-model_20230922194508.pkl
10000,46143.51121093744,model/fx-model_20230922194520.pkl
10000,16881.08316406243,model/fx-model_20230922194521.pkl
10000,20077.92441406246,model/fx-model_20230922194523.pkl
10000,44007.446816406366,model/fx-model_20230922194620.pkl
10000,20067.312441406226,model/fx-model_20230922194622.pkl
10000,18526.486093749965,model/fx-model_20230922194624.pkl
10000,18162.036249999954,model/fx-model_20230922194625.pkl
10000,20600.89005859376,model/fx-model_20230922194627.pkl
10000,32345.23474609392,model/fx-model_20230922194636.pkl
10000,20068.18839843749,model/fx-model_20230922194638.pkl
10000,19479.03767578126,model/fx-model_20230922194640.pkl
10000,19131.767773437492,model/fx-model_20230922194641.pkl
10000,20270.75224609377,model/fx-model_20230922194643.pkl
10000,40416.2404296874,model/fx-model_20230922194731.pkl
10000,47879.66017578126,model/fx-model_20230922194743.pkl
10000,18730.475214843707,model/fx-model_20230922194745.pkl
10000,20696.75171874995,model/fx-model_20230922194747.pkl
10000,18299.862792968703,model/fx-model_20230922194748.pkl
10000,18971.850624999955,model/fx-model_20230922194749.pkl
10000,46339.597226562495,model/fx-model_20230922194801.pkl
10000,20532.140136718757,model/fx-model_20230922194803.pkl
10000,21102.447402343758,model/fx-model_20230922194805.pkl
10000,19022.247968749994,model/fx-model_20230922194806.pkl
10000,42649.634082031225,model/fx-model_20230922194906.pkl
10000,20913.770839843735,model/fx-model_20230922194908.pkl
10000,19642.706894531268,model/fx-model_20230922194910.pkl
10000,39803.98990234359,model/fx-model_20230922194920.pkl
10000,17875.109999999997,model/fx-model_20230922194922.pkl
10000,20034.450332031316,model/fx-model_20230922194923.pkl
10000,19785.520449218715,model/fx-model_20230922194925.pkl
10000,36818.665429687484,model/fx-model_20230922194934.pkl
10000,20169.935156249947,model/fx-model_20230922194936.pkl
10000,19710.597363281293,model/fx-model_20230922194937.pkl
10000,19248.33853515625,model/fx-model_20230922195022.pkl
10000,19279.578183593654,model/fx-model_20230922195023.pkl
10000,17492.141406249924,model/fx-model_20230922195025.pkl
10000,19324.65697265621,model/fx-model_20230922195026.pkl
10000,19155.326347656184,model/fx-model_20230922195028.pkl
10000,18085.206503906164,model/fx-model_20230922195029.pkl
10000,38203.81300781241,model/fx-model_20230922195039.pkl
10000,20280.666425781288,model/fx-model_20230922195041.pkl
10000,42362.02124999997,model/fx-model_20230922195052.pkl
10000,19791.544355468704,model/fx-model_20230922195054.pkl
10000,18014.403691406216,model/fx-model_20230922195137.pkl
10000,19777.62208984382,model/fx-model_20230922195139.pkl
10000,20427.47375000001,model/fx-model_20230922195141.pkl
10000,19611.029160156195,model/fx-model_20230922195142.pkl
10000,18202.128417968677,model/fx-model_20230922195144.pkl
10000,20363.102050781246,model/fx-model_20230922195146.pkl
10000,18229.372988281237,model/fx-model_20230922195148.pkl
10000,19452.03439453123,model/fx-model_20230922195150.pkl
10000,19468.10423828125,model/fx-model_20230922195151.pkl
10000,17476.03369140622,model/fx-model_20230922195152.pkl
10000,41403.95269531226,model/fx-model_20230922195251.pkl
10000,21040.73544921877,model/fx-model_20230922195253.pkl
10000,17697.09128906254,model/fx-model_20230922195254.pkl
10000,20375.016679687473,model/fx-model_20230922195256.pkl
10000,42025.536972656155,model/fx-model_20230922195308.pkl
10000,43572.99339843746,model/fx-model_20230922195319.pkl
10000,20201.527187499934,model/fx-model_20230922195320.pkl
10000,44107.151894531155,model/fx-model_20230922195332.pkl
10000,16458.285429687494,model/fx-model_20230922195334.pkl
10000,39259.176113281166,model/fx-model_20230922195345.pkl
10000,47030.20103515609,model/fx-model_20230922195435.pkl
10000,42942.12271484357,model/fx-model_20230922195447.pkl
10000,17657.12548828125,model/fx-model_20230922195448.pkl
10000,18871.805097656154,model/fx-model_20230922195450.pkl
10000,21214.67916015624,model/fx-model_20230922195452.pkl
10000,19179.760878906207,model/fx-model_20230922195454.pkl
10000,35760.57835937504,model/fx-model_20230922195504.pkl
10000,20062.702519531234,model/fx-model_20230922195506.pkl
10000,38979.97177734355,model/fx-model_20230922195518.pkl
10000,42830.436601562345,model/fx-model_20230922195529.pkl
10000,18750.108398437493,model/fx-model_20230922195624.pkl
10000,18127.73953124998,model/fx-model_20230922195625.pkl
10000,19680.119628906228,model/fx-model_20230922195628.pkl
10000,19272.36119140621,model/fx-model_20230922195630.pkl
10000,20253.2541601562,model/fx-model_20230922195632.pkl
10000,37173.043281249906,model/fx-model_20230922195643.pkl
10000,20029.135703125,model/fx-model_20230922195645.pkl
10000,19414.127441406254,model/fx-model_20230922195647.pkl
10000,20575.314882812538,model/fx-model_20230922195649.pkl
10000,37484.742011718656,model/fx-model_20230922195659.pkl
10000,18551.150332031215,model/fx-model_20230922195750.pkl
10000,41781.72496093741,model/fx-model_20230922195803.pkl
10000,20456.144531250007,model/fx-model_20230922195804.pkl
10000,20161.594687499946,model/fx-model_20230922195807.pkl
10000,39798.09410156245,model/fx-model_20230922195820.pkl
10000,18939.252656249977,model/fx-model_20230922195822.pkl
10000,20398.239082031287,model/fx-model_20230922195823.pkl
10000,45187.488261718674,model/fx-model_20230922195835.pkl
10000,18433.655078124866,model/fx-model_20230922195837.pkl
10000,17248.308515624998,model/fx-model_20230922195839.pkl
10000,40505.00978515602,model/fx-model_20230922195933.pkl
10000,19813.196621093724,model/fx-model_20230922195936.pkl
10000,35050.971992187486,model/fx-model_20230922195946.pkl
10000,41957.05355468728,model/fx-model_20230922195959.pkl
10000,44194.04548828126,model/fx-model_20230922200012.pkl
10000,40728.057539062436,model/fx-model_20230922200025.pkl
10000,45858.35326171877,model/fx-model_20230922200038.pkl
10000,18345.77896484369,model/fx-model_20230922200039.pkl
10000,45198.84771484363,model/fx-model_20230922200052.pkl
10000,45196.10962890616,model/fx-model_20230922200106.pkl
10000,19881.473007812445,model/fx-model_20230922200209.pkl
10000,19540.36181640623,model/fx-model_20230922200211.pkl
10000,21135.771523437517,model/fx-model_20230922200213.pkl
10000,19918.124023437507,model/fx-model_20230922200216.pkl
10000,20547.550585937406,model/fx-model_20230922200218.pkl
10000,20692.57388671867,model/fx-model_20230922200221.pkl
10000,36458.43787109355,model/fx-model_20230922200233.pkl
10000,17460.507226562473,model/fx-model_20230922200235.pkl
10000,20424.118164062493,model/fx-model_20230922200238.pkl
10000,38892.085917968674,model/fx-model_20230922200251.pkl
10000,19504.24958984371,model/fx-model_20230922200346.pkl
10000,42283.33193359374,model/fx-model_20230922200358.pkl
10000,45060.05099609358,model/fx-model_20230922200411.pkl
10000,19809.312226562473,model/fx-model_20230922200413.pkl
10000,39583.43724609367,model/fx-model_20230922200423.pkl
10000,42485.17332031232,model/fx-model_20230922200435.pkl
10000,19976.19476562499,model/fx-model_20230922200436.pkl
10000,40540.92580078117,model/fx-model_20230922200449.pkl
10000,41488.501874999914,model/fx-model_20230922200501.pkl
10000,42180.535781249906,model/fx-model_20230922200513.pkl
10000,19060.454179687502,model/fx-model_20230922200605.pkl
10000,20336.95755859371,model/fx-model_20230922200607.pkl
10000,46097.211093749946,model/fx-model_20230922200620.pkl
10000,19947.750722656205,model/fx-model_20230922200622.pkl
10000,45048.35894531251,model/fx-model_20230922200635.pkl
10000,18933.70722656247,model/fx-model_20230922200637.pkl
10000,20806.111816406243,model/fx-model_20230922200639.pkl
10000,20152.585039062542,model/fx-model_20230922200641.pkl
10000,19398.514726562502,model/fx-model_20230922200643.pkl
10000,20333.6134960937,model/fx-model_20230922200645.pkl
10000,41299.008398437494,model/fx-model_20230922200737.pkl
10000,47922.97738281239,model/fx-model_20230922200750.pkl
10000,42781.18509765614,model/fx-model_20230922200803.pkl
10000,44345.560468749936,model/fx-model_20230922200814.pkl
10000,20818.69896484374,model/fx-model_20230922200816.pkl
10000,18642.258554687494,model/fx-model_20230922200818.pkl
10000,17390.4783203125,model/fx-model_20230922200820.pkl
10000,19209.083124999983,model/fx-model_20230922200821.pkl
10000,35875.68767578137,model/fx-model_20230922200831.pkl
10000,19479.777617187443,model/fx-model_20230922200832.pkl
10000,43460.97246093744,model/fx-model_20230922200936.pkl
10000,20481.611113281215,model/fx-model_20230922200938.pkl
10000,18148.734238281155,model/fx-model_20230922200939.pkl
10000,19982.945234375,model/fx-model_20230922200941.pkl
10000,39602.650019531044,model/fx-model_20230922200953.pkl
10000,38163.4833984374,model/fx-model_20230922201002.pkl
10000,20378.786445312417,model/fx-model_20230922201004.pkl
10000,18162.234843749953,model/fx-model_20230922201006.pkl
10000,19840.126464843725,model/fx-model_20230922201007.pkl
10000,44012.99955078135,model/fx-model_20230922201018.pkl
10000,42536.96251953134,model/fx-model_20230922201120.pkl
10000,37742.41503906255,model/fx-model_20230922201132.pkl
10000,19416.70642578126,model/fx-model_20230922201134.pkl
10000,20767.80923828127,model/fx-model_20230922201136.pkl
10000,49341.41919921872,model/fx-model_20230922201148.pkl
10000,42578.762382812565,model/fx-model_20230922201201.pkl
10000,19796.681328125058,model/fx-model_20230922201202.pkl
10000,41507.33048828112,model/fx-model_20230922201214.pkl
10000,40791.31849609372,model/fx-model_20230922201226.pkl
10000,19980.55769531241,model/fx-model_20230922201228.pkl
10000,43335.881347656075,model/fx-model_20230922201327.pkl
10000,38096.29853515633,model/fx-model_20230922201339.pkl
10000,19211.377617187467,model/fx-model_20230922201341.pkl
10000,18742.412734375048,model/fx-model_20230922201343.pkl
10000,17822.31845703117,model/fx-model_20230922201344.pkl
10000,44907.3831835938,model/fx-model_20230922201357.pkl
10000,42170.52728515614,model/fx-model_20230922201409.pkl
10000,45909.03718750004,model/fx-model_20230922201422.pkl
10000,17160.559394531214,model/fx-model_20230922201423.pkl
10000,19025.067148437465,model/fx-model_20230922201425.pkl
10000,43971.818671874964,model/fx-model_20230922201527.pkl
10000,20427.445546874984,model/fx-model_20230922201529.pkl
10000,19537.960332031253,model/fx-model_20230922201531.pkl
10000,19295.048906249944,model/fx-model_20230922201533.pkl
10000,41736.444609374885,model/fx-model_20230922201545.pkl
10000,36157.698457031285,model/fx-model_20230922201554.pkl
10000,19989.271660156217,model/fx-model_20230922201556.pkl
10000,37222.587519531226,model/fx-model_20230922201606.pkl
10000,41787.56437500001,model/fx-model_20230922201618.pkl
10000,20499.624746093647,model/fx-model_20230922201619.pkl
10000,42443.69978515612,model/fx-model_20230922201719.pkl
10000,42128.07072265619,model/fx-model_20230922201731.pkl
10000,41651.59621093742,model/fx-model_20230922201743.pkl
10000,34548.74369140627,model/fx-model_20230922201754.pkl
10000,46234.648749999884,model/fx-model_20230922201806.pkl
10000,44390.41246093749,model/fx-model_20230922201818.pkl
10000,18202.564277343692,model/fx-model_20230922201820.pkl
10000,38145.84224609356,model/fx-model_20230922201832.pkl
10000,36757.54398437502,model/fx-model_20230922201841.pkl
10000,19786.421738281246,model/fx-model_20230922201843.pkl
10000,19779.83955078124,model/fx-model_20230922201933.pkl
10000,41894.4657421873,model/fx-model_20230922201944.pkl
10000,39921.462871093674,model/fx-model_20230922201956.pkl
10000,18751.784316406207,model/fx-model_20230922201958.pkl
10000,19911.614980468734,model/fx-model_20230922202000.pkl
10000,42721.82273437492,model/fx-model_20230922202012.pkl
10000,20263.321992187513,model/fx-model_20230922202014.pkl
10000,20050.112304687504,model/fx-model_20230922202016.pkl
10000,45418.74749999993,model/fx-model_20230922202028.pkl
10000,41966.532382812526,model/fx-model_20230922202040.pkl
10000,18355.058105468655,model/fx-model_20230922202123.pkl
10000,19827.09134765624,model/fx-model_20230922202125.pkl
10000,47803.37208984392,model/fx-model_20230922202137.pkl
10000,42546.299101562465,model/fx-model_20230922202149.pkl
10000,44432.65560546878,model/fx-model_20230922202201.pkl
10000,37749.49843749992,model/fx-model_20230922202212.pkl
10000,19591.43408203115,model/fx-model_20230922202214.pkl
10000,17660.779726562436,model/fx-model_20230922202215.pkl
10000,41131.050117187464,model/fx-model_20230922202226.pkl
10000,43518.63638671868,model/fx-model_20230922202239.pkl
10000,20548.333242187444,model/fx-model_20230922202332.pkl
10000,43482.78603515628,model/fx-model_20230922202345.pkl
10000,43498.33945312509,model/fx-model_20230922202357.pkl
10000,42592.17691406237,model/fx-model_20230922202409.pkl
10000,20212.831054687496,model/fx-model_20230922202411.pkl
10000,19733.052441406253,model/fx-model_20230922202413.pkl
10000,20701.619238281233,model/fx-model_20230922202415.pkl
10000,17535.160410156182,model/fx-model_20230922202416.pkl
10000,20266.061308593737,model/fx-model_20230922202418.pkl
10000,46479.006035155995,model/fx-model_20230922202430.pkl
10000,20014.148496093763,model/fx-model_20230922202522.pkl
10000,19304.602050781217,model/fx-model_20230922202524.pkl
10000,20371.730332031195,model/fx-model_20230922202526.pkl
10000,19826.50216796873,model/fx-model_20230922202528.pkl
10000,38635.02365234361,model/fx-model_20230922202541.pkl
10000,20840.25462890617,model/fx-model_20230922202543.pkl
10000,35392.73867187502,model/fx-model_20230922202552.pkl
10000,43853.77708984374,model/fx-model_20230922202605.pkl
10000,40099.74796875005,model/fx-model_20230922202617.pkl
10000,45862.18871093753,model/fx-model_20230922202631.pkl
10000,17739.873867187544,model/fx-model_20230922202720.pkl
10000,40885.47757812486,model/fx-model_20230922202733.pkl
10000,19435.591503906213,model/fx-model_20230922202735.pkl
10000,43736.37083984366,model/fx-model_20230922202748.pkl
10000,20826.954726562493,model/fx-model_20230922202750.pkl
10000,19927.824121093745,model/fx-model_20230922202752.pkl
10000,20073.183925781264,model/fx-model_20230922202754.pkl
10000,20232.11298828123,model/fx-model_20230922202756.pkl
10000,18789.905195312458,model/fx-model_20230922202758.pkl
10000,20286.750859374963,model/fx-model_20230922202800.pkl
10000,20964.177382812504,model/fx-model_20230922202850.pkl
10000,19955.160898437545,model/fx-model_20230922202851.pkl
10000,44158.36566406254,model/fx-model_20230922202903.pkl
10000,20513.117265624962,model/fx-model_20230922202905.pkl
10000,17048.053222656206,model/fx-model_20230922202906.pkl
10000,45822.364472656205,model/fx-model_20230922202919.pkl
10000,43506.1277343749,model/fx-model_20230922202931.pkl
10000,39209.774160156114,model/fx-model_20230922202943.pkl
10000,18444.059863281294,model/fx-model_20230922202944.pkl
10000,40486.72060546877,model/fx-model_20230922202956.pkl
10000,19331.005253906173,model/fx-model_20230922203041.pkl
10000,17856.852480468737,model/fx-model_20230922203043.pkl
10000,19061.252109374964,model/fx-model_20230922203045.pkl
10000,41491.57412109362,model/fx-model_20230922203057.pkl
10000,20271.50294921873,model/fx-model_20230922203058.pkl
10000,40752.64328125006,model/fx-model_20230922203110.pkl
10000,20290.40062499999,model/fx-model_20230922203112.pkl
10000,47571.716464843645,model/fx-model_20230922203123.pkl
10000,44774.75351562514,model/fx-model_20230922203135.pkl
10000,19684.022539062436,model/fx-model_20230922203137.pkl
10000,16276.78197265626,model/fx-model_20230922203228.pkl
10000,20437.840175781243,model/fx-model_20230922203230.pkl
10000,18715.52523437498,model/fx-model_20230922203232.pkl
10000,21597.452675781253,model/fx-model_20230922203234.pkl
10000,17583.102539062475,model/fx-model_20230922203236.pkl
10000,20166.27822265622,model/fx-model_20230922203238.pkl
10000,16816.928730468753,model/fx-model_20230922203240.pkl
